recipe_line_id,dish_code,cost_card_code,tech_card_code,recipe_version,ingredient_id,ingredient_name,component_type,production_stage,semi_finished_candidate_code,gross_qty,gross_unit,net_qty,net_unit,projected_output_contribution,output_unit,projected_preparation_loss,projected_process_loss,parameter_status,evidence_ids,calculation_method,source_date,confirmation_owner,blocker_ids,validation_note
RCP-0119,VKM-013,VKC-013,VKT-013,0.1.0-DRAFT,ING-034,Салатная зелень,RAW_OR_FLATTENED_COMPONENT,Основная рецептура,,12,г,10,г,10,г,2,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0120,VKM-013,VKC-013,VKT-013,0.1.0-DRAFT,ING-056,Каперсы,RAW_OR_FLATTENED_COMPONENT,Основная рецептура,,6,г,5,г,5,г,1,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0121,VKM-013,VKC-013,VKT-013,0.1.0-DRAFT,ING-024,Масло растительное,RAW_OR_FLATTENED_COMPONENT,Основная рецептура,,5,г,5,г,5,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0122,VKM-014,VKC-014,VKT-014,0.1.0-DRAFT,ING-057,"Сельдь, филе",RAW_OR_FLATTENED_COMPONENT,Сборка,,110,г,95,г,90,г,15,5,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0123,VKM-014,VKC-014,VKT-014,0.1.0-DRAFT,ING-058,Картофель запечённый,RAW_OR_FLATTENED_COMPONENT,Картофельный полуфабрикат,VSF-011,135,г,125,г,110,г,10,15,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0124,VKM-014,VKC-014,VKT-014,0.1.0-DRAFT,ING-046,Лук красный,RAW_OR_FLATTENED_COMPONENT,Сборка,,24,г,20,г,20,г,4,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0125,VKM-014,VKC-014,VKT-014,0.1.0-DRAFT,ING-051,Огурец солёный,RAW_OR_FLATTENED_COMPONENT,Сборка,,17,г,15,г,15,г,2,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0126,VKM-014,VKC-014,VKT-014,0.1.0-DRAFT,ING-024,Масло растительное,RAW_OR_FLATTENED_COMPONENT,Заправка,,10,г,10,г,10,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0127,VKM-014,VKC-014,VKT-014,0.1.0-DRAFT,ING-059,Зелень,RAW_OR_FLATTENED_COMPONENT,Финиш,,6,г,5,г,5,г,1,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0128,VKM-015,VKC-015,VKT-015,0.1.0-DRAFT,ING-060,Оливки зелёные без заливки,RAW_OR_FLATTENED_COMPONENT,Основная рецептура,,65,г,50,г,50,г,15,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0129,VKM-015,VKC-015,VKT-015,0.1.0-DRAFT,ING-061,Маслины без заливки,RAW_OR_FLATTENED_COMPONENT,Основная рецептура,,65,г,50,г,50,г,15,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0130,VKM-015,VKC-015,VKT-015,0.1.0-DRAFT,ING-005,Масло оливковое,RAW_OR_FLATTENED_COMPONENT,Маринад,VSF-012,10,г,10,г,10,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0131,VKM-015,VKC-015,VKT-015,0.1.0-DRAFT,ING-062,Цедра цитрусовая,RAW_OR_FLATTENED_COMPONENT,Маринад,VSF-012,5,г,3,г,3,г,2,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0132,VKM-015,VKC-015,VKT-015,0.1.0-DRAFT,ING-007,Чеснок,RAW_OR_FLATTENED_COMPONENT,Маринад,VSF-012,2.3,г,2,г,2,г,0.3,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0133,VKM-015,VKC-015,VKT-015,0.1.0-DRAFT,ING-063,Пряные травы,RAW_OR_FLATTENED_COMPONENT,Маринад,VSF-012,5,г,5,г,5,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0134,VKM-016,VKC-016,VKT-016,0.1.0-DRAFT,ING-038,Огурец свежий,RAW_OR_FLATTENED_COMPONENT,Ассорти,VSF-014,58,г,52,г,50,г,6,2,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0135,VKM-016,VKC-016,VKT-016,0.1.0-DRAFT,ING-064,Капуста белокочанная,RAW_OR_FLATTENED_COMPONENT,Ассорти,VSF-014,48,г,42,г,40,г,6,2,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0136,VKM-016,VKC-016,VKT-016,0.1.0-DRAFT,ING-031,Томаты свежие,RAW_OR_FLATTENED_COMPONENT,Ассорти,VSF-014,44,г,40,г,40,г,4,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0137,VKM-016,VKC-016,VKT-016,0.1.0-DRAFT,ING-043,Перец сладкий,RAW_OR_FLATTENED_COMPONENT,Ассорти,VSF-014,36,г,31,г,30,г,5,1,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0138,VKM-016,VKC-016,VKT-016,0.1.0-DRAFT,ING-065,Уксус пищевой,RAW_OR_FLATTENED_COMPONENT,Маринад,VSF-013,5,г,5,г,5,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0139,VKM-016,VKC-016,VKT-016,0.1.0-DRAFT,ING-028,Сахар,RAW_OR_FLATTENED_COMPONENT,Маринад,VSF-013,4,г,4,г,4,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0140,VKM-016,VKC-016,VKT-016,0.1.0-DRAFT,ING-004,Соль пищевая,RAW_OR_FLATTENED_COMPONENT,Маринад,VSF-013,2,г,2,г,2,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0141,VKM-016,VKC-016,VKT-016,0.1.0-DRAFT,ING-002,Вода питьевая,RAW_OR_FLATTENED_COMPONENT,Маринад,VSF-013,4,г,4,г,4,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0142,VKM-016,VKC-016,VKT-016,0.1.0-DRAFT,ING-024,Масло растительное,RAW_OR_FLATTENED_COMPONENT,Маринад,VSF-013,5,г,5,г,5,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0143,VKM-017,VKC-017,VKT-017,0.1.0-DRAFT,ING-066,Ростбиф охлаждённый готовый,RAW_OR_FLATTENED_COMPONENT,Сборка,,115,г,110,г,110,г,5,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0144,VKM-017,VKC-017,VKT-017,0.1.0-DRAFT,ING-046,Лук красный,RAW_OR_FLATTENED_COMPONENT,Сборка,,24,г,20,г,20,г,4,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0145,VKM-017,VKC-017,VKT-017,0.1.0-DRAFT,ING-067,Хлеб для гренки,RAW_OR_FLATTENED_COMPONENT,Гренка,VSF-015,34,г,32,г,30,г,2,2,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0146,VKM-017,VKC-017,VKT-017,0.1.0-DRAFT,ING-024,Масло растительное,RAW_OR_FLATTENED_COMPONENT,Гренка,VSF-015,3,г,3,г,3,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0147,VKM-017,VKC-017,VKT-017,0.1.0-DRAFT,ING-041,Горчица,RAW_OR_FLATTENED_COMPONENT,Соус,VSF-016,5,г,5,г,5,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0148,VKM-017,VKC-017,VKT-017,0.1.0-DRAFT,ING-068,Майонез или эмульсионный соус,RAW_OR_FLATTENED_COMPONENT,Соус,VSF-016,7,г,7,г,7,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0149,VKM-017,VKC-017,VKT-017,0.1.0-DRAFT,ING-069,Сок мясной или бульон,RAW_OR_FLATTENED_COMPONENT,Соус,VSF-016,3,г,3,г,3,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0150,VKM-017,VKC-017,VKT-017,0.1.0-DRAFT,ING-059,Зелень,RAW_OR_FLATTENED_COMPONENT,Финиш,,2.5,г,2,г,2,г,0.5,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0151,VKM-018,VKC-018,VKT-018,0.1.0-DRAFT,ING-070,Бульон мясной,RAW_OR_FLATTENED_COMPONENT,Основа,VSF-017,160,г,160,г,145,г,0,15,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0152,VKM-018,VKC-018,VKT-018,0.1.0-DRAFT,ING-071,Свёкла,RAW_OR_FLATTENED_COMPONENT,Пассеровка,VSF-018,78,г,70,г,60,г,8,10,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0153,VKM-018,VKC-018,VKT-018,0.1.0-DRAFT,ING-064,Капуста белокочанная,RAW_OR_FLATTENED_COMPONENT,Суп,,54,г,48,г,45,г,6,3,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0154,VKM-018,VKC-018,VKT-018,0.1.0-DRAFT,ING-072,Картофель,RAW_OR_FLATTENED_COMPONENT,Суп,,52,г,46,г,40,г,6,6,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0155,VKM-018,VKC-018,VKT-018,0.1.0-DRAFT,ING-073,Говядина отварная,RAW_OR_FLATTENED_COMPONENT,Подача,,65,г,55,г,45,г,10,10,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0156,VKM-018,VKC-018,VKT-018,0.1.0-DRAFT,ING-074,Морковь,RAW_OR_FLATTENED_COMPONENT,Пассеровка,VSF-018,19,г,17,г,15,г,2,2,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0157,VKM-018,VKC-018,VKT-018,0.1.0-DRAFT,ING-016,Лук репчатый,RAW_OR_FLATTENED_COMPONENT,Пассеровка,VSF-018,13,г,11,г,10,г,2,1,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0158,VKM-018,VKC-018,VKT-018,0.1.0-DRAFT,ING-006,Томаты протёртые,RAW_OR_FLATTENED_COMPONENT,Пассеровка,VSF-018,16,г,16,г,15,г,0,1,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0159,VKM-018,VKC-018,VKT-018,0.1.0-DRAFT,ING-024,Масло растительное,RAW_OR_FLATTENED_COMPONENT,Пассеровка,VSF-018,5,г,5,г,5,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0160,VKM-018,VKC-018,VKT-018,0.1.0-DRAFT,ING-075,Сметана,RAW_OR_FLATTENED_COMPONENT,Подача,,15,г,15,г,15,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0161,VKM-018,VKC-018,VKT-018,0.1.0-DRAFT,ING-059,Зелень,RAW_OR_FLATTENED_COMPONENT,Подача,,6,г,5,г,5,г,1,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0162,VKM-019,VKC-019,VKT-019,0.1.0-DRAFT,ING-076,"Треска, филе порционное",RAW_OR_FLATTENED_COMPONENT,Основной компонент,,210,г,195,г,180,г,15,15,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0163,VKM-019,VKC-019,VKT-019,0.1.0-DRAFT,ING-077,Сливки,RAW_OR_FLATTENED_COMPONENT,Соус,VSF-019,58,г,58,г,55,г,0,3,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0164,VKM-019,VKC-019,VKT-019,0.1.0-DRAFT,ING-041,Горчица,RAW_OR_FLATTENED_COMPONENT,Соус,VSF-019,10,г,10,г,10,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0165,VKM-019,VKC-019,VKT-019,0.1.0-DRAFT,ING-078,Бульон рыбный или овощной,RAW_OR_FLATTENED_COMPONENT,Соус,VSF-019,12,г,12,г,10,г,0,2,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0166,VKM-019,VKC-019,VKT-019,0.1.0-DRAFT,ING-027,Масло сливочное,RAW_OR_FLATTENED_COMPONENT,Соус,VSF-019,10,г,10,г,10,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0167,VKM-019,VKC-019,VKT-019,0.1.0-DRAFT,ING-079,Шпинат,RAW_OR_FLATTENED_COMPONENT,Сборка,,30,г,27,г,25,г,3,2,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0168,VKM-019,VKC-019,VKT-019,0.1.0-DRAFT,ING-024,Масло растительное,RAW_OR_FLATTENED_COMPONENT,Обработка,,5,г,5,г,5,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0169,VKM-019,VKC-019,VKT-019,0.1.0-DRAFT,ING-059,Зелень,RAW_OR_FLATTENED_COMPONENT,Финиш,,6,г,5,г,5,г,1,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0170,VKM-020,VKC-020,VKT-020,0.1.0-DRAFT,ING-036,Креветки очищенные,RAW_OR_FLATTENED_COMPONENT,Основной компонент,,145,г,135,г,120,г,10,15,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0171,VKM-020,VKC-020,VKT-020,0.1.0-DRAFT,ING-080,Молоко кокосовое,RAW_OR_FLATTENED_COMPONENT,Соус,VSF-020,84,г,84,г,80,г,0,4,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0172,VKM-020,VKC-020,VKT-020,0.1.0-DRAFT,ING-081,Паста карри проектная,RAW_OR_FLATTENED_COMPONENT,Соус,VSF-020,15,г,15,г,15,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0173,VKM-020,VKC-020,VKT-020,0.1.0-DRAFT,ING-082,Бульон или вода,RAW_OR_FLATTENED_COMPONENT,Соус,VSF-020,20,г,20,г,15,г,0,5,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0174,VKM-020,VKC-020,VKT-020,0.1.0-DRAFT,ING-083,Соус рыбный или соевый,RAW_OR_FLATTENED_COMPONENT,Соус,VSF-020,10,г,10,г,10,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0175,VKM-020,VKC-020,VKT-020,0.1.0-DRAFT,ING-043,Перец сладкий,RAW_OR_FLATTENED_COMPONENT,Овощи,,36,г,32,г,30,г,4,2,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0176,VKM-020,VKC-020,VKT-020,0.1.0-DRAFT,ING-084,Цукини,RAW_OR_FLATTENED_COMPONENT,Овощи,,30,г,27,г,25,г,3,2,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0177,VKM-020,VKC-020,VKT-020,0.1.0-DRAFT,ING-016,Лук репчатый,RAW_OR_FLATTENED_COMPONENT,Овощи,,19,г,17,г,15,г,2,2,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0178,VKM-020,VKC-020,VKT-020,0.1.0-DRAFT,ING-085,Лапша рисовая подготовленная,RAW_OR_FLATTENED_COMPONENT,Сборка,,45,г,45,г,40,г,0,5,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
