channel_record_id,position_code,channel,source_model,source_ref_sha,source_path,source_record_key,evidence_kitchen_cogs_rub,evidence_packaging_rub,evidence_other_direct_variable_rub,evidence_complete_direct_cogs_rub,evidence_price_rub,evidence_tax_rate,evidence_commission_rate,model_kitchen_cogs_rub,model_packaging_rub,model_other_direct_variable_rub,model_complete_direct_cogs_rub,model_price_rub,model_target_cogs_ratio,model_food_cost_ratio,model_gross_margin_before_channel_costs_rub,model_tax_rate,model_commission_rate,model_contribution_before_tax_commission_rub,calculation_layer,calculation_status,approval_status,limitations
CH-VKM-025-094,VKM-025,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-025|Гостиничные ужины,,,,,,,,48.880659,0,,48.880659,162.93553,0.3,0.3,114.054871,,,114.054871,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-029-095,VKM-029,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-029|À la carte,,,,,,,,909.676493,0,,909.676493,3032.254977,0.3,0.3,2122.578484,,,2122.578484,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-029-096,VKM-029,Навынос,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-029|Навынос,,,,,,,,909.676493,40,,949.676493,2215.914033,0.428571,0.41052,1306.23754,,,1266.23754,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-030-097,VKM-030,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-030|À la carte,,,,,,,,569.138771,0,,569.138771,1897.129237,0.3,0.3,1327.990466,,,1327.990466,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-030-098,VKM-030,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-030|Гостиничные ужины,,,,,,,,569.138771,0,,569.138771,1897.129237,0.3,0.3,1327.990466,,,1327.990466,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-030-099,VKM-030,Навынос,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-030|Навынос,,,,,,,,569.138771,40,,609.138771,1421.325221,0.428571,0.400428,852.18645,,,812.18645,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-031-100,VKM-031,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-031|À la carte,,,,,,,,253.324424,0,,253.324424,844.414746,0.3,0.3,591.090322,,,591.090322,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-031-101,VKM-031,Навынос,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-031|Навынос,,,,,,,,253.324424,40,,293.324424,684.42434,0.428571,0.370128,431.099916,,,391.099916,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-026-BREAKFAST,VKM-026,Гостиница — завтраки,S04_v3.0.0_BREAKFAST_COSTING,1573dc616ead7244146c8601cf61cd3c82d3c46e,models/scenarios/S04/FINMODEL_VARSHAVKA_USALI_SCENARIO_S04_v3.0.0.xlsx,BREAKFAST_COSTING!A23:J23,,,,,,,,131.2826677778,0,60.0000000000,191.2826677778,550.00,,0.3477866686869,418.7173322222,,0,358.7173322222,S04_APPROVED_MODEL_PRELIMINARY_PROCUREMENT,PRELIMINARY_SUPPLIER_PRICES_AND_CONTROL_TRIALS,MODEL_RELEASE_APPROVED_COST_PRELIMINARY,Internal tariff is an approved model input; procurement cost remains preliminary; VAT rate is not evidenced
CH-VKM-027-BREAKFAST,VKM-027,Гостиница — завтраки,S04_v3.0.0_BREAKFAST_COSTING,1573dc616ead7244146c8601cf61cd3c82d3c46e,models/scenarios/S04/FINMODEL_VARSHAVKA_USALI_SCENARIO_S04_v3.0.0.xlsx,BREAKFAST_COSTING!A24:J24,,,,,,,,163.1946677778,0,60.0000000000,223.1946677778,550.00,,0.4058084868687,386.8053322222,,0,326.8053322222,S04_APPROVED_MODEL_PRELIMINARY_PROCUREMENT,PRELIMINARY_SUPPLIER_PRICES_AND_CONTROL_TRIALS,MODEL_RELEASE_APPROVED_COST_PRELIMINARY,Internal tariff is an approved model input; procurement cost remains preliminary; VAT rate is not evidenced
CH-VKM-028-BREAKFAST,VKM-028,Гостиница — завтраки,S04_v3.0.0_BREAKFAST_COSTING,1573dc616ead7244146c8601cf61cd3c82d3c46e,models/scenarios/S04/FINMODEL_VARSHAVKA_USALI_SCENARIO_S04_v3.0.0.xlsx,BREAKFAST_COSTING!A25:J25,,,,,,,,133.4837177778,0,60.0000000000,193.4837177778,550.00,,0.3517885777778,416.5162822222,,0,356.5162822222,S04_APPROVED_MODEL_PRELIMINARY_PROCUREMENT,PRELIMINARY_SUPPLIER_PRICES_AND_CONTROL_TRIALS,MODEL_RELEASE_APPROVED_COST_PRELIMINARY,Internal tariff is an approved model input; procurement cost remains preliminary; VAT rate is not evidenced
