"dish_code","dish_name","version","as_of_date","control_id","stage","control_class","hazard","control_parameter","critical_limit","monitoring","corrective_action","evidence_ids","status","blocker","owner"
"VKM-022","Миньоны из говяжьей вырезки","0.1.0","2026-08-03","CCP-VKM-022-01","RECEIVING","OPRP_CANDIDATE","unacceptable/undocumented raw material; temperature abuse; lot mismatch","documents, lot, integrity, manufacturer storage/transport conditions and receipt measurement where applicable","null","receiving record and document match; calibrated measurement method to be approved","quarantine/reject; document deviation; prevent use until disposition","EVD-FS-001;EVD-FS-003;EVD-FS-008","BLOCKED_PENDING_VALIDATION","SBL-VKM-022-01","Procurement; Food Safety/PPK owner"
"VKM-022","Миньоны из говяжьей вырезки","0.1.0","2026-08-03","CCP-VKM-022-02","PREPARATION_AND_CROSS_CONTACT","PRP_OR_OPRP_TO_BE_DETERMINED","microbiological/allergen/physical cross-contamination","zoning, separation, cleaning verification, utensil/equipment changeover, hand hygiene","null","site HACCP/PPK checklist; recipe/allergen changeover record","stop; isolate affected food; re-clean; assess disposition; record and retrain","EVD-FS-001;EVD-FS-002","BLOCKED_PENDING_VALIDATION","SBL-VKM-022-02","Food Safety/PPK owner; Operations"
"VKM-022","Миньоны из говяжьей вырезки","0.1.0","2026-08-03","CCP-VKM-022-03","PROCESS","CCP_CANDIDATE_NOT_CONFIRMED","temperature abuse; microbiological hazards; raw/ready-to-eat cross-contamination; veterinary/lot documentation gap","validated heat-treatment, holding and/or immediate-service limits by final process","null","method/frequency/equipment cannot be fixed before recipe and validation","do not release batch when validated limit is absent or deviation occurs; isolate and document disposition","EVD-0013;EVD-0014;EVD-FS-001","BLOCKED_PENDING_VALIDATION","SBL-VKM-022-03","Food Safety/PPK owner; Chef; Operations"
"VKM-022","Миньоны из говяжьей вырезки","0.1.0","2026-08-03","CCP-VKM-022-04","STORAGE_HOLDING_SERVICE","OPRP_CANDIDATE","microbial growth/toxin formation or quality/safety loss during storage, holding, delivery or service","manufacturer/validated storage conditions, time and shelf life by final process/channel","null","batch label and storage/holding record; exact method pending validation","block release; isolate expired/untraceable/deviating product; documented disposal or justified disposition","EVD-0014;EVD-FS-001;EVD-FS-003;EVD-FS-008","BLOCKED_PENDING_VALIDATION","SBL-VKM-022-04","Food Safety/PPK owner; Operations"
"VKM-022","Миньоны из говяжьей вырезки","0.1.0","2026-08-03","CCP-VKM-022-05","TRACEABILITY_AND_CONSUMER_INFORMATION","PRP","untraceable ingredient/finished batch or incomplete allergen information","recipe version, SKU and lot links, production time, responsible person, channel label/allergen statement, recall/disposition record","100% required traceability fields completed; allergen absence claims prohibited until evidence complete","record review before release and periodic traceability exercise","block release; restore traceability if evidence permits; otherwise dispose/recall per approved procedure","EVD-0012;EVD-0015;EVD-FS-001;EVD-FS-002","DRAFT","SBL-VKM-022-05","Food Safety/PPK owner; Operations"
"VKM-023","Запечённый картофель","0.1.0","2026-08-03","CCP-VKM-023-01","RECEIVING","OPRP_CANDIDATE","unacceptable/undocumented raw material; temperature abuse; lot mismatch","documents, lot, integrity, manufacturer storage/transport conditions and receipt measurement where applicable","null","receiving record and document match; calibrated measurement method to be approved","quarantine/reject; document deviation; prevent use until disposition","EVD-FS-001;EVD-FS-003","BLOCKED_PENDING_VALIDATION","SBL-VKM-023-01","Procurement; Food Safety/PPK owner"
"VKM-023","Запечённый картофель","0.1.0","2026-08-03","CCP-VKM-023-02","PREPARATION_AND_CROSS_CONTACT","PRP_OR_OPRP_TO_BE_DETERMINED","microbiological/allergen/physical cross-contamination","zoning, separation, cleaning verification, utensil/equipment changeover, hand hygiene","null","site HACCP/PPK checklist; recipe/allergen changeover record","stop; isolate affected food; re-clean; assess disposition; record and retrain","EVD-FS-001;EVD-FS-002","BLOCKED_PENDING_VALIDATION","SBL-VKM-023-02","Food Safety/PPK owner; Operations"
"VKM-023","Запечённый картофель","0.1.0","2026-08-03","CCP-VKM-023-03","PROCESS","CCP_CANDIDATE_NOT_CONFIRMED","raw-material and process-dependent microbiological hazards; survival/growth if the validated process is absent","validated heat-treatment, holding and/or immediate-service limits by final process","null","method/frequency/equipment cannot be fixed before recipe and validation","do not release batch when validated limit is absent or deviation occurs; isolate and document disposition","EVD-0013;EVD-0014;EVD-FS-001","BLOCKED_PENDING_VALIDATION","SBL-VKM-023-03","Food Safety/PPK owner; Chef; Operations"
"VKM-023","Запечённый картофель","0.1.0","2026-08-03","CCP-VKM-023-04","STORAGE_HOLDING_SERVICE","OPRP_CANDIDATE","microbial growth/toxin formation or quality/safety loss during storage, holding, delivery or service","manufacturer/validated storage conditions, time and shelf life by final process/channel","null","batch label and storage/holding record; exact method pending validation","block release; isolate expired/untraceable/deviating product; documented disposal or justified disposition","EVD-0014;EVD-FS-001;EVD-FS-003","BLOCKED_PENDING_VALIDATION","SBL-VKM-023-04","Food Safety/PPK owner; Operations"
"VKM-023","Запечённый картофель","0.1.0","2026-08-03","CCP-VKM-023-05","TRACEABILITY_AND_CONSUMER_INFORMATION","PRP","untraceable ingredient/finished batch or incomplete allergen information","recipe version, SKU and lot links, production time, responsible person, channel label/allergen statement, recall/disposition record","100% required traceability fields completed; allergen absence claims prohibited until evidence complete","record review before release and periodic traceability exercise","block release; restore traceability if evidence permits; otherwise dispose/recall per approved procedure","EVD-0012;EVD-0015;EVD-FS-001;EVD-FS-002","DRAFT","SBL-VKM-023-05","Food Safety/PPK owner; Operations"
"VKM-024","Рис жасмин","0.1.0","2026-08-03","CCP-VKM-024-01","RECEIVING","OPRP_CANDIDATE","unacceptable/undocumented raw material; temperature abuse; lot mismatch","documents, lot, integrity, manufacturer storage/transport conditions and receipt measurement where applicable","null","receiving record and document match; calibrated measurement method to be approved","quarantine/reject; document deviation; prevent use until disposition","EVD-FS-001;EVD-FS-003","BLOCKED_PENDING_VALIDATION","SBL-VKM-024-01","Procurement; Food Safety/PPK owner"
"VKM-024","Рис жасмин","0.1.0","2026-08-03","CCP-VKM-024-02","PREPARATION_AND_CROSS_CONTACT","PRP_OR_OPRP_TO_BE_DETERMINED","microbiological/allergen/physical cross-contamination","zoning, separation, cleaning verification, utensil/equipment changeover, hand hygiene","null","site HACCP/PPK checklist; recipe/allergen changeover record","stop; isolate affected food; re-clean; assess disposition; record and retrain","EVD-FS-001;EVD-FS-002","BLOCKED_PENDING_VALIDATION","SBL-VKM-024-02","Food Safety/PPK owner; Operations"
"VKM-024","Рис жасмин","0.1.0","2026-08-03","CCP-VKM-024-03","PROCESS","CCP_CANDIDATE_NOT_CONFIRMED","raw-material and process-dependent microbiological hazards; survival/growth if the validated process is absent","validated heat-treatment, holding and/or immediate-service limits by final process","null","method/frequency/equipment cannot be fixed before recipe and validation","do not release batch when validated limit is absent or deviation occurs; isolate and document disposition","EVD-0013;EVD-0014;EVD-FS-001","BLOCKED_PENDING_VALIDATION","SBL-VKM-024-03","Food Safety/PPK owner; Chef; Operations"
"VKM-024","Рис жасмин","0.1.0","2026-08-03","CCP-VKM-024-04","STORAGE_HOLDING_SERVICE","OPRP_CANDIDATE","microbial growth/toxin formation or quality/safety loss during storage, holding, delivery or service","manufacturer/validated storage conditions, time and shelf life by final process/channel","null","batch label and storage/holding record; exact method pending validation","block release; isolate expired/untraceable/deviating product; documented disposal or justified disposition","EVD-0014;EVD-FS-001;EVD-FS-003","BLOCKED_PENDING_VALIDATION","SBL-VKM-024-04","Food Safety/PPK owner; Operations"
"VKM-024","Рис жасмин","0.1.0","2026-08-03","CCP-VKM-024-05","TRACEABILITY_AND_CONSUMER_INFORMATION","PRP","untraceable ingredient/finished batch or incomplete allergen information","recipe version, SKU and lot links, production time, responsible person, channel label/allergen statement, recall/disposition record","100% required traceability fields completed; allergen absence claims prohibited until evidence complete","record review before release and periodic traceability exercise","block release; restore traceability if evidence permits; otherwise dispose/recall per approved procedure","EVD-0012;EVD-0015;EVD-FS-001;EVD-FS-002","DRAFT","SBL-VKM-024-05","Food Safety/PPK owner; Operations"
"VKM-025","Горячие овощи","0.1.0","2026-08-03","CCP-VKM-025-01","RECEIVING","OPRP_CANDIDATE","unacceptable/undocumented raw material; temperature abuse; lot mismatch","documents, lot, integrity, manufacturer storage/transport conditions and receipt measurement where applicable","null","receiving record and document match; calibrated measurement method to be approved","quarantine/reject; document deviation; prevent use until disposition","EVD-FS-001;EVD-FS-003","BLOCKED_PENDING_VALIDATION","SBL-VKM-025-01","Procurement; Food Safety/PPK owner"
"VKM-025","Горячие овощи","0.1.0","2026-08-03","CCP-VKM-025-02","PREPARATION_AND_CROSS_CONTACT","PRP_OR_OPRP_TO_BE_DETERMINED","microbiological/allergen/physical cross-contamination","zoning, separation, cleaning verification, utensil/equipment changeover, hand hygiene","null","site HACCP/PPK checklist; recipe/allergen changeover record","stop; isolate affected food; re-clean; assess disposition; record and retrain","EVD-FS-001;EVD-FS-002","BLOCKED_PENDING_VALIDATION","SBL-VKM-025-02","Food Safety/PPK owner; Operations"
"VKM-025","Горячие овощи","0.1.0","2026-08-03","CCP-VKM-025-03","PROCESS","CCP_CANDIDATE_NOT_CONFIRMED","raw-material and process-dependent microbiological hazards; survival/growth if the validated process is absent","validated heat-treatment, holding and/or immediate-service limits by final process","null","method/frequency/equipment cannot be fixed before recipe and validation","do not release batch when validated limit is absent or deviation occurs; isolate and document disposition","EVD-0013;EVD-0014;EVD-FS-001","BLOCKED_PENDING_VALIDATION","SBL-VKM-025-03","Food Safety/PPK owner; Chef; Operations"
"VKM-025","Горячие овощи","0.1.0","2026-08-03","CCP-VKM-025-04","STORAGE_HOLDING_SERVICE","OPRP_CANDIDATE","microbial growth/toxin formation or quality/safety loss during storage, holding, delivery or service","manufacturer/validated storage conditions, time and shelf life by final process/channel","null","batch label and storage/holding record; exact method pending validation","block release; isolate expired/untraceable/deviating product; documented disposal or justified disposition","EVD-0014;EVD-FS-001;EVD-FS-003","BLOCKED_PENDING_VALIDATION","SBL-VKM-025-04","Food Safety/PPK owner; Operations"
"VKM-025","Горячие овощи","0.1.0","2026-08-03","CCP-VKM-025-05","TRACEABILITY_AND_CONSUMER_INFORMATION","PRP","untraceable ingredient/finished batch or incomplete allergen information","recipe version, SKU and lot links, production time, responsible person, channel label/allergen statement, recall/disposition record","100% required traceability fields completed; allergen absence claims prohibited until evidence complete","record review before release and periodic traceability exercise","block release; restore traceability if evidence permits; otherwise dispose/recall per approved procedure","EVD-0012;EVD-0015;EVD-FS-001;EVD-FS-002","DRAFT","SBL-VKM-025-05","Food Safety/PPK owner; Operations"
"VKM-029","Черничный торт VARSHAVKA","0.1.0","2026-08-03","CCP-VKM-029-01","RECEIVING","OPRP_CANDIDATE","unacceptable/undocumented raw material; temperature abuse; lot mismatch","documents, lot, integrity, manufacturer storage/transport conditions and receipt measurement where applicable","null","receiving record and document match; calibrated measurement method to be approved","quarantine/reject; document deviation; prevent use until disposition","EVD-FS-001;EVD-FS-003;EVD-FS-007","BLOCKED_PENDING_VALIDATION","SBL-VKM-029-01","Procurement; Food Safety/PPK owner"
"VKM-029","Черничный торт VARSHAVKA","0.1.0","2026-08-03","CCP-VKM-029-02","PREPARATION_AND_CROSS_CONTACT","PRP_OR_OPRP_TO_BE_DETERMINED","microbiological/allergen/physical cross-contamination","zoning, separation, cleaning verification, utensil/equipment changeover, hand hygiene","null","site HACCP/PPK checklist; recipe/allergen changeover record","stop; isolate affected food; re-clean; assess disposition; record and retrain","EVD-FS-001;EVD-FS-002","BLOCKED_PENDING_VALIDATION","SBL-VKM-029-02","Food Safety/PPK owner; Operations"
"VKM-029","Черничный торт VARSHAVKA","0.1.0","2026-08-03","CCP-VKM-029-03","PROCESS","CCP_CANDIDATE_NOT_CONFIRMED","microbiological growth in moisture-sensitive or cream/egg components; post-bake contamination; recipe-dependent","validated bake/chill/storage controls by final recipe","null","method/frequency/equipment cannot be fixed before recipe and validation","do not release batch when validated limit is absent or deviation occurs; isolate and document disposition","EVD-0013;EVD-0014;EVD-FS-001","BLOCKED_PENDING_VALIDATION","SBL-VKM-029-03","Food Safety/PPK owner; Chef; Operations"
"VKM-029","Черничный торт VARSHAVKA","0.1.0","2026-08-03","CCP-VKM-029-04","STORAGE_HOLDING_SERVICE","OPRP_CANDIDATE","microbial growth/toxin formation or quality/safety loss during storage, holding, delivery or service","manufacturer/validated storage conditions, time and shelf life by final process/channel","null","batch label and storage/holding record; exact method pending validation","block release; isolate expired/untraceable/deviating product; documented disposal or justified disposition","EVD-0014;EVD-FS-001;EVD-FS-003;EVD-FS-007","BLOCKED_PENDING_VALIDATION","SBL-VKM-029-04","Food Safety/PPK owner; Operations"
"VKM-029","Черничный торт VARSHAVKA","0.1.0","2026-08-03","CCP-VKM-029-05","TRACEABILITY_AND_CONSUMER_INFORMATION","PRP","untraceable ingredient/finished batch or incomplete allergen information","recipe version, SKU and lot links, production time, responsible person, channel label/allergen statement, recall/disposition record","100% required traceability fields completed; allergen absence claims prohibited until evidence complete","record review before release and periodic traceability exercise","block release; restore traceability if evidence permits; otherwise dispose/recall per approved procedure","EVD-0012;EVD-0015;EVD-FS-001;EVD-FS-002","DRAFT","SBL-VKM-029-05","Food Safety/PPK owner; Operations"
"VKM-030","Кростата с солёной карамелью","0.1.0","2026-08-03","CCP-VKM-030-01","RECEIVING","OPRP_CANDIDATE","unacceptable/undocumented raw material; temperature abuse; lot mismatch","documents, lot, integrity, manufacturer storage/transport conditions and receipt measurement where applicable","null","receiving record and document match; calibrated measurement method to be approved","quarantine/reject; document deviation; prevent use until disposition","EVD-FS-001;EVD-FS-003;EVD-FS-007","BLOCKED_PENDING_VALIDATION","SBL-VKM-030-01","Procurement; Food Safety/PPK owner"
"VKM-030","Кростата с солёной карамелью","0.1.0","2026-08-03","CCP-VKM-030-02","PREPARATION_AND_CROSS_CONTACT","PRP_OR_OPRP_TO_BE_DETERMINED","microbiological/allergen/physical cross-contamination","zoning, separation, cleaning verification, utensil/equipment changeover, hand hygiene","null","site HACCP/PPK checklist; recipe/allergen changeover record","stop; isolate affected food; re-clean; assess disposition; record and retrain","EVD-FS-001;EVD-FS-002","BLOCKED_PENDING_VALIDATION","SBL-VKM-030-02","Food Safety/PPK owner; Operations"
"VKM-030","Кростата с солёной карамелью","0.1.0","2026-08-03","CCP-VKM-030-03","PROCESS","CCP_CANDIDATE_NOT_CONFIRMED","microbiological growth in moisture-sensitive or cream/egg components; post-bake contamination; recipe-dependent","validated bake/chill/storage controls by final recipe","null","method/frequency/equipment cannot be fixed before recipe and validation","do not release batch when validated limit is absent or deviation occurs; isolate and document disposition","EVD-0013;EVD-0014;EVD-FS-001","BLOCKED_PENDING_VALIDATION","SBL-VKM-030-03","Food Safety/PPK owner; Chef; Operations"
"VKM-030","Кростата с солёной карамелью","0.1.0","2026-08-03","CCP-VKM-030-04","STORAGE_HOLDING_SERVICE","OPRP_CANDIDATE","microbial growth/toxin formation or quality/safety loss during storage, holding, delivery or service","manufacturer/validated storage conditions, time and shelf life by final process/channel","null","batch label and storage/holding record; exact method pending validation","block release; isolate expired/untraceable/deviating product; documented disposal or justified disposition","EVD-0014;EVD-FS-001;EVD-FS-003;EVD-FS-007","BLOCKED_PENDING_VALIDATION","SBL-VKM-030-04","Food Safety/PPK owner; Operations"
"VKM-030","Кростата с солёной карамелью","0.1.0","2026-08-03","CCP-VKM-030-05","TRACEABILITY_AND_CONSUMER_INFORMATION","PRP","untraceable ingredient/finished batch or incomplete allergen information","recipe version, SKU and lot links, production time, responsible person, channel label/allergen statement, recall/disposition record","100% required traceability fields completed; allergen absence claims prohibited until evidence complete","record review before release and periodic traceability exercise","block release; restore traceability if evidence permits; otherwise dispose/recall per approved procedure","EVD-0012;EVD-0015;EVD-FS-001;EVD-FS-002","DRAFT","SBL-VKM-030-05","Food Safety/PPK owner; Operations"
"VKM-031","Мадлен","0.1.0","2026-08-03","CCP-VKM-031-01","RECEIVING","OPRP_CANDIDATE","unacceptable/undocumented raw material; temperature abuse; lot mismatch","documents, lot, integrity, manufacturer storage/transport conditions and receipt measurement where applicable","null","receiving record and document match; calibrated measurement method to be approved","quarantine/reject; document deviation; prevent use until disposition","EVD-FS-001;EVD-FS-003;EVD-FS-007","BLOCKED_PENDING_VALIDATION","SBL-VKM-031-01","Procurement; Food Safety/PPK owner"
"VKM-031","Мадлен","0.1.0","2026-08-03","CCP-VKM-031-02","PREPARATION_AND_CROSS_CONTACT","PRP_OR_OPRP_TO_BE_DETERMINED","microbiological/allergen/physical cross-contamination","zoning, separation, cleaning verification, utensil/equipment changeover, hand hygiene","null","site HACCP/PPK checklist; recipe/allergen changeover record","stop; isolate affected food; re-clean; assess disposition; record and retrain","EVD-FS-001;EVD-FS-002","BLOCKED_PENDING_VALIDATION","SBL-VKM-031-02","Food Safety/PPK owner; Operations"
"VKM-031","Мадлен","0.1.0","2026-08-03","CCP-VKM-031-03","PROCESS","CCP_CANDIDATE_NOT_CONFIRMED","microbiological growth in moisture-sensitive or cream/egg components; post-bake contamination; recipe-dependent","validated bake/chill/storage controls by final recipe","null","method/frequency/equipment cannot be fixed before recipe and validation","do not release batch when validated limit is absent or deviation occurs; isolate and document disposition","EVD-0013;EVD-0014;EVD-FS-001","BLOCKED_PENDING_VALIDATION","SBL-VKM-031-03","Food Safety/PPK owner; Chef; Operations"
"VKM-031","Мадлен","0.1.0","2026-08-03","CCP-VKM-031-04","STORAGE_HOLDING_SERVICE","OPRP_CANDIDATE","microbial growth/toxin formation or quality/safety loss during storage, holding, delivery or service","manufacturer/validated storage conditions, time and shelf life by final process/channel","null","batch label and storage/holding record; exact method pending validation","block release; isolate expired/untraceable/deviating product; documented disposal or justified disposition","EVD-0014;EVD-FS-001;EVD-FS-003;EVD-FS-007","BLOCKED_PENDING_VALIDATION","SBL-VKM-031-04","Food Safety/PPK owner; Operations"
"VKM-031","Мадлен","0.1.0","2026-08-03","CCP-VKM-031-05","TRACEABILITY_AND_CONSUMER_INFORMATION","PRP","untraceable ingredient/finished batch or incomplete allergen information","recipe version, SKU and lot links, production time, responsible person, channel label/allergen statement, recall/disposition record","100% required traceability fields completed; allergen absence claims prohibited until evidence complete","record review before release and periodic traceability exercise","block release; restore traceability if evidence permits; otherwise dispose/recall per approved procedure","EVD-0012;EVD-0015;EVD-FS-001;EVD-FS-002","DRAFT","SBL-VKM-031-05","Food Safety/PPK owner; Operations"
