decision_id,scope,required_decision,options,recommended_option,evidence,cost_impact,price_margin_impact,safety_impact,equipment_impact,decision_owner,unblock_condition,status
CPD-063,ING-093,Выбрать закупочный SKU и цену для «Лук»,A: HoReCa SKU по 3 сопоставимым КП; B: временный retail benchmark точного SKU; C: заменить ингредиент через Chef change control,"Получить минимум 3 сопоставимых КП HoReCa и выбрать landed price с НДС, доставкой и MOQ",RAW_MATERIAL_PRICE_REGISTER:ING-093; recipe blob c6b22ad5f2812cc989a0d3593f40e21207da8f53,Неизвестная стоимость входит в 12 г суммарного draft gross usage; полный COGS затронутых блюд заблокирован,"Проектная цена, food cost и маржа остаются недостоверными; опубликован только нижний предел известных затрат",Спецификация SKU/make-buy может менять аллергены и safety profile; передать FoodSafetyAgent после решения,"При выборе собственного VSF проверить операции, партии и оборудование; покупной SKU может изменить нагрузку",Owner + Procurement,"Selected exact SKU + dated supplier quotation with net/drained mass, VAT, delivery, MOQ and normalized landed RUB/kg",OPEN
CPD-064,ING-094,Утвердить точную спецификацию и модель make/buy для «Соус эмульсионный»,A: собственный VSF с утвержденной рецептурой и выходом; B: готовый покупной SKU; C: исключить/заменить через Chef change control,Chef сначала фиксирует один состав/make-buy и выход; затем Procurement получает 3 сопоставимых КП,RAW_MATERIAL_PRICE_REGISTER:ING-094; recipe blob c6b22ad5f2812cc989a0d3593f40e21207da8f53,Неизвестная стоимость входит в 20 г суммарного draft gross usage; полный COGS затронутых блюд заблокирован,"Проектная цена, food cost и маржа остаются недостоверными; опубликован только нижний предел известных затрат",Спецификация SKU/make-buy может менять аллергены и safety profile; передать FoodSafetyAgent после решения,"При выборе собственного VSF проверить операции, партии и оборудование; покупной SKU может изменить нагрузку",Chef + Owner + Procurement,Chef-approved exact specification/make-buy + approved yield/recipe when made in-house + dated comparable supplier quotation(s) normalized to RUB/kg,OPEN
CPD-065,ING-095,Утвердить точную спецификацию и модель make/buy для «Соус томатный»,A: собственный VSF с утвержденной рецептурой и выходом; B: готовый покупной SKU; C: исключить/заменить через Chef change control,Chef сначала фиксирует один состав/make-buy и выход; затем Procurement получает 3 сопоставимых КП,RAW_MATERIAL_PRICE_REGISTER:ING-095; recipe blob c6b22ad5f2812cc989a0d3593f40e21207da8f53,Неизвестная стоимость входит в 5 г суммарного draft gross usage; полный COGS затронутых блюд заблокирован,"Проектная цена, food cost и маржа остаются недостоверными; опубликован только нижний предел известных затрат",Спецификация SKU/make-buy может менять аллергены и safety profile; передать FoodSafetyAgent после решения,"При выборе собственного VSF проверить операции, партии и оборудование; покупной SKU может изменить нагрузку",Chef + Owner + Procurement,Chef-approved exact specification/make-buy + approved yield/recipe when made in-house + dated comparable supplier quotation(s) normalized to RUB/kg,OPEN
CPD-066,ING-096,Выбрать закупочный SKU и цену для «Салат листовой»,A: HoReCa SKU по 3 сопоставимым КП; B: временный retail benchmark точного SKU; C: заменить ингредиент через Chef change control,"Получить минимум 3 сопоставимых КП HoReCa и выбрать landed price с НДС, доставкой и MOQ",RAW_MATERIAL_PRICE_REGISTER:ING-096; recipe blob c6b22ad5f2812cc989a0d3593f40e21207da8f53,Неизвестная стоимость входит в 12 г суммарного draft gross usage; полный COGS затронутых блюд заблокирован,"Проектная цена, food cost и маржа остаются недостоверными; опубликован только нижний предел известных затрат",Спецификация SKU/make-buy может менять аллергены и safety profile; передать FoodSafetyAgent после решения,"При выборе собственного VSF проверить операции, партии и оборудование; покупной SKU может изменить нагрузку",Owner + Procurement,"Selected exact SKU + dated supplier quotation with net/drained mass, VAT, delivery, MOQ and normalized landed RUB/kg",OPEN
CPD-067,ING-098,Утвердить точную спецификацию и модель make/buy для «Бульон или мясной сок»,A: собственный VSF с утвержденной рецептурой и выходом; B: готовый покупной SKU; C: исключить/заменить через Chef change control,Chef сначала фиксирует один состав/make-buy и выход; затем Procurement получает 3 сопоставимых КП,RAW_MATERIAL_PRICE_REGISTER:ING-098; recipe blob c6b22ad5f2812cc989a0d3593f40e21207da8f53,Неизвестная стоимость входит в 35 г суммарного draft gross usage; полный COGS затронутых блюд заблокирован,"Проектная цена, food cost и маржа остаются недостоверными; опубликован только нижний предел известных затрат",Спецификация SKU/make-buy может менять аллергены и safety profile; передать FoodSafetyAgent после решения,"При выборе собственного VSF проверить операции, партии и оборудование; покупной SKU может изменить нагрузку",Chef + Owner + Procurement,Chef-approved exact specification/make-buy + approved yield/recipe when made in-house + dated comparable supplier quotation(s) normalized to RUB/kg,OPEN
CPD-068,ING-099,Утвердить точную спецификацию и модель make/buy для «Маринад нейтральный проектный»,A: собственный VSF с утвержденной рецептурой и выходом; B: готовый покупной SKU; C: исключить/заменить через Chef change control,Chef сначала фиксирует один состав/make-buy и выход; затем Procurement получает 3 сопоставимых КП,RAW_MATERIAL_PRICE_REGISTER:ING-099; recipe blob c6b22ad5f2812cc989a0d3593f40e21207da8f53,Неизвестная стоимость входит в 18 г суммарного draft gross usage; полный COGS затронутых блюд заблокирован,"Проектная цена, food cost и маржа остаются недостоверными; опубликован только нижний предел известных затрат",Спецификация SKU/make-buy может менять аллергены и safety profile; передать FoodSafetyAgent после решения,"При выборе собственного VSF проверить операции, партии и оборудование; покупной SKU может изменить нагрузку",Chef + Owner + Procurement,Chef-approved exact specification/make-buy + approved yield/recipe when made in-house + dated comparable supplier quotation(s) normalized to RUB/kg,OPEN
CPD-069,ING-100,Выбрать закупочный SKU и цену для «Рис жасмин сухой»,A: HoReCa SKU по 3 сопоставимым КП; B: временный retail benchmark точного SKU; C: заменить ингредиент через Chef change control,"Получить минимум 3 сопоставимых КП HoReCa и выбрать landed price с НДС, доставкой и MOQ",RAW_MATERIAL_PRICE_REGISTER:ING-100; recipe blob c6b22ad5f2812cc989a0d3593f40e21207da8f53,Неизвестная стоимость входит в 55 г суммарного draft gross usage; полный COGS затронутых блюд заблокирован,"Проектная цена, food cost и маржа остаются недостоверными; опубликован только нижний предел известных затрат",Спецификация SKU/make-buy может менять аллергены и safety profile; передать FoodSafetyAgent после решения,"При выборе собственного VSF проверить операции, партии и оборудование; покупной SKU может изменить нагрузку",Owner + Procurement,"Selected exact SKU + dated supplier quotation with net/drained mass, VAT, delivery, MOQ and normalized landed RUB/kg",OPEN
CPD-070,ING-101,"Выбрать закупочный SKU и цену для «Вода питьевая, удержанная в продукте»",A: HoReCa SKU по 3 сопоставимым КП; B: временный retail benchmark точного SKU; C: заменить ингредиент через Chef change control,"Получить минимум 3 сопоставимых КП HoReCa и выбрать landed price с НДС, доставкой и MOQ",RAW_MATERIAL_PRICE_REGISTER:ING-101; recipe blob c6b22ad5f2812cc989a0d3593f40e21207da8f53,Неизвестная стоимость входит в 120 г суммарного draft gross usage; полный COGS затронутых блюд заблокирован,"Проектная цена, food cost и маржа остаются недостоверными; опубликован только нижний предел известных затрат",Спецификация SKU/make-buy может менять аллергены и safety profile; передать FoodSafetyAgent после решения,"При выборе собственного VSF проверить операции, партии и оборудование; покупной SKU может изменить нагрузку",Owner + Procurement,"Selected exact SKU + dated supplier quotation with net/drained mass, VAT, delivery, MOQ and normalized landed RUB/kg",OPEN
CPD-071,ING-106,Выбрать закупочный SKU и цену для «Соль»,A: HoReCa SKU по 3 сопоставимым КП; B: временный retail benchmark точного SKU; C: заменить ингредиент через Chef change control,"Получить минимум 3 сопоставимых КП HoReCa и выбрать landed price с НДС, доставкой и MOQ",RAW_MATERIAL_PRICE_REGISTER:ING-106; recipe blob c6b22ad5f2812cc989a0d3593f40e21207da8f53,Неизвестная стоимость входит в 22 г суммарного draft gross usage; полный COGS затронутых блюд заблокирован,"Проектная цена, food cost и маржа остаются недостоверными; опубликован только нижний предел известных затрат",Спецификация SKU/make-buy может менять аллергены и safety profile; передать FoodSafetyAgent после решения,"При выборе собственного VSF проверить операции, партии и оборудование; покупной SKU может изменить нагрузку",Owner + Procurement,"Selected exact SKU + dated supplier quotation with net/drained mass, VAT, delivery, MOQ and normalized landed RUB/kg",OPEN
CPD-072,ING-111,Утвердить точную спецификацию и модель make/buy для «Глазурь проектная»,A: собственный VSF с утвержденной рецептурой и выходом; B: готовый покупной SKU; C: исключить/заменить через Chef change control,Chef сначала фиксирует один состав/make-buy и выход; затем Procurement получает 3 сопоставимых КП,RAW_MATERIAL_PRICE_REGISTER:ING-111; recipe blob c6b22ad5f2812cc989a0d3593f40e21207da8f53,Неизвестная стоимость входит в 150 г суммарного draft gross usage; полный COGS затронутых блюд заблокирован,"Проектная цена, food cost и маржа остаются недостоверными; опубликован только нижний предел известных затрат",Спецификация SKU/make-buy может менять аллергены и safety profile; передать FoodSafetyAgent после решения,"При выборе собственного VSF проверить операции, партии и оборудование; покупной SKU может изменить нагрузку",Chef + Owner + Procurement,Chef-approved exact specification/make-buy + approved yield/recipe when made in-house + dated comparable supplier quotation(s) normalized to RUB/kg,OPEN
CPD-073,ING-112,Утвердить точную спецификацию и модель make/buy для «Декор съедобный»,A: собственный VSF с утвержденной рецептурой и выходом; B: готовый покупной SKU; C: исключить/заменить через Chef change control,Chef сначала фиксирует один состав/make-buy и выход; затем Procurement получает 3 сопоставимых КП,RAW_MATERIAL_PRICE_REGISTER:ING-112; recipe blob c6b22ad5f2812cc989a0d3593f40e21207da8f53,Неизвестная стоимость входит в 97 г суммарного draft gross usage; полный COGS затронутых блюд заблокирован,"Проектная цена, food cost и маржа остаются недостоверными; опубликован только нижний предел известных затрат",Спецификация SKU/make-buy может менять аллергены и safety profile; передать FoodSafetyAgent после решения,"При выборе собственного VSF проверить операции, партии и оборудование; покупной SKU может изменить нагрузку",Chef + Owner + Procurement,Chef-approved exact specification/make-buy + approved yield/recipe when made in-house + dated comparable supplier quotation(s) normalized to RUB/kg,OPEN
CPD-074,ING-113,Выбрать закупочный SKU и цену для «Цедра лимона»,A: HoReCa SKU по 3 сопоставимым КП; B: временный retail benchmark точного SKU; C: заменить ингредиент через Chef change control,"Получить минимум 3 сопоставимых КП HoReCa и выбрать landed price с НДС, доставкой и MOQ",RAW_MATERIAL_PRICE_REGISTER:ING-113; recipe blob c6b22ad5f2812cc989a0d3593f40e21207da8f53,Неизвестная стоимость входит в 7 г суммарного draft gross usage; полный COGS затронутых блюд заблокирован,"Проектная цена, food cost и маржа остаются недостоверными; опубликован только нижний предел известных затрат",Спецификация SKU/make-buy может менять аллергены и safety profile; передать FoodSafetyAgent после решения,"При выборе собственного VSF проверить операции, партии и оборудование; покупной SKU может изменить нагрузку",Owner + Procurement,"Selected exact SKU + dated supplier quotation with net/drained mass, VAT, delivery, MOQ and normalized landed RUB/kg",OPEN
CPD-075,ALL_CHANNELS,Утвердить налоговый режим и применимые ставки,A: УСН доходы; B: УСН доходы-расходы; C: ОСНО/иной подтвержденный режим,Finance моделирует фактическое юрлицо и подтверждает ставку письменным решением,CHANNEL_PRICING_TABLE.csv; ECONOMIC_BLOCKER_REGISTER.csv,Меняет полный COGS или contribution,Меняет проектную цену/food cost/contribution; без решения итоговая маржа не утверждается,Проверить применимость к упаковке/операциям,Проверить влияние выбранной delivery/make-buy модели,Owner + Finance,Письменное решение о режиме/ставках и формулах налоговой базы,OPEN
CPD-076,DELIVERY,Утвердить комиссию агрегатора/эквайринга,A: договор агрегатора; B: собственная доставка+эквайринг; C: смешанная модель,Сравнить подписываемые договоры на единой базе GMV и включить эффективную ставку,CHANNEL_PRICING_TABLE.csv; ECONOMIC_BLOCKER_REGISTER.csv,Меняет полный COGS или contribution,Меняет проектную цену/food cost/contribution; без решения итоговая маржа не утверждается,Проверить применимость к упаковке/операциям,Проверить влияние выбранной delivery/make-buy модели,Owner + Commercial + Finance,"Договор/тариф с комиссией, базой начисления и сроком действия",OPEN
CPD-077,DELIVERY;TAKEAWAY,Утвердить упаковочные SKU и landed cost,A: текущие модельные 65/40 руб.; B: выбранные SKU по КП; C: многоразовая/иная комплектация,Получить 3 КП на специфицированный комплект по каждому каналу,CHANNEL_PRICING_TABLE.csv; ECONOMIC_BLOCKER_REGISTER.csv,Меняет полный COGS или contribution,Меняет проектную цену/food cost/contribution; без решения итоговая маржа не утверждается,Проверить применимость к упаковке/операциям,Проверить влияние выбранной delivery/make-buy модели,Owner + Procurement + FoodSafety,"Спецификация комплекта + КП с НДС, доставкой и MOQ + food-contact evidence",OPEN
CPD-078,ALL_DISHES,Подтвердить норму списания/порчи 1.5%,A: 1.5% project input; B: норма по контрольным проработкам; C: дифференциация по категории,После запуска контрольных проработок использовать категорийные нормы и фактический журнал списаний,CHANNEL_PRICING_TABLE.csv; ECONOMIC_BLOCKER_REGISTER.csv,Меняет полный COGS или contribution,Меняет проектную цену/food cost/contribution; без решения итоговая маржа не утверждается,Проверить применимость к упаковке/операциям,Проверить влияние выбранной delivery/make-buy модели,Owner + Chef + Finance,Утвержденная методика и измеренные/обоснованные нормы,OPEN
