mapping_id,dish_code,dish_name,menu_section,recipe_version,operation_no,operation_text,functional_codes,functional_equipment_names,capex_inv_codes,capex_requirement_statuses,capex_structure_approval_statuses,requirement_role,operation_duration_min,duration_status,duration_basis,project_design_requirement,project_design_requirement_unit,project_design_requirement_status,recipe_unit_load,recipe_unit_load_unit,recipe_unit_load_status,planning_batches_for_one_recipe_unit,planning_batch_status,planning_batch_note,selected_manufacturer,selected_model_article,passport_document_or_official_url,passport_capacity,passport_capacity_unit,capacity_status,equipment_availability_status,connections_status,suitability_status,parameter_status,evidence_ids,source_date,blocker_ids,confirmation_owner,mapping_note,next_action
EQM-0055,VKM-010,Микс-салат с креветками и яблоком,Салаты,0.1.0-DRAFT,1,"Подготовить зелень, яблоко и огурец",CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 12 min / total 18 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0056,VKM-010,Микс-салат с креветками и яблоком,Салаты,0.1.0-DRAFT,2,подготовить креветки,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 12 min / total 18 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0057,VKM-010,Микс-салат с креветками и яблоком,Салаты,0.1.0-DRAFT,3,смешать заправку,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 12 min / total 18 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0058,VKM-010,Микс-салат с креветками и яблоком,Салаты,0.1.0-DRAFT,4,аккуратно собрать,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 12 min / total 18 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0059,VKM-010,Микс-салат с креветками и яблоком,Салаты,0.1.0-DRAFT,5,добавить финиш,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 12 min / total 18 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0060,VKM-011,Греческий,Салаты,0.1.0-DRAFT,1,Нарезать овощи,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 10 min / total 12 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual baseline; CLD-08/CLD-09 remain conditional until the applicable timing gate.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0061,VKM-011,Греческий,Салаты,0.1.0-DRAFT,2,подготовить фету и оливки,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 10 min / total 12 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0062,VKM-011,Греческий,Салаты,0.1.0-DRAFT,3,смешать заправку,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 10 min / total 12 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0063,VKM-011,Греческий,Салаты,0.1.0-DRAFT,4,собрать без излишнего перемешивания,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 10 min / total 12 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0064,VKM-012,Винегрет,Салаты,0.1.0-DRAFT,1,Подготовить варёные овощи,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 18 min / total 90 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0065,VKM-012,Винегрет,Салаты,0.1.0-DRAFT,2,охладить,HOT-09;STO-10,Шкаф интенсивного охлаждения;Готовые полуфабрикаты,CAPEX.HOT.010;CAPEX.STO.010,MANDATORY,APPROVED_STRUCTURE,COOLING_HOLDING,,BLOCKED,Only dish aggregate is available: active 18 min / total 90 min; no unsupported split by operation,HOT-09: ≥10 кг/цикл; STO-10: Раздельное хранение,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0066,VKM-012,Винегрет,Салаты,0.1.0-DRAFT,3,нарезать одинаковым кубиком,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 18 min / total 90 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual baseline; CLD-08/CLD-09 remain conditional until the applicable timing gate.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0067,VKM-012,Винегрет,Салаты,0.1.0-DRAFT,4,подготовить прочие компоненты,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 18 min / total 90 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0068,VKM-012,Винегрет,Салаты,0.1.0-DRAFT,5,смешать и заправить,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 18 min / total 90 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0069,VKM-013,Слабосолёный лосось,Холодные закуски,0.1.0-DRAFT,1,Проверить готовое филе,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 7 min / total 10 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0070,VKM-013,Слабосолёный лосось,Холодные закуски,0.1.0-DRAFT,2,удалить упаковочную жидкость,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 7 min / total 10 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0071,VKM-013,Слабосолёный лосось,Холодные закуски,0.1.0-DRAFT,3,порционировать,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 7 min / total 10 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual baseline; CLD-08/CLD-09 remain conditional until the applicable timing gate.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0072,VKM-013,Слабосолёный лосось,Холодные закуски,0.1.0-DRAFT,4,подготовить лимон и гарниры,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 7 min / total 10 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0073,VKM-013,Слабосолёный лосось,Холодные закуски,0.1.0-DRAFT,5,собрать,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 7 min / total 10 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0074,VKM-014,Сельдь с запечённым картофелем,Холодные закуски,0.1.0-DRAFT,1,Подготовить и запечь картофель,HOT-01,Пароконвектомат,CAPEX.HOT.001,MANDATORY,APPROVED_STRUCTURE,THERMAL_PROCESS,,BLOCKED,Only dish aggregate is available: active 14 min / total 55 min; no unsupported split by operation,HOT-01: Минимум 6×GN 1/1; программы; термощуп,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0075,VKM-014,Сельдь с запечённым картофелем,Холодные закуски,0.1.0-DRAFT,2,подготовить сельдь и лук,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 14 min / total 55 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0076,VKM-014,Сельдь с запечённым картофелем,Холодные закуски,0.1.0-DRAFT,3,охладить компоненты по процессу,HOT-09;STO-10,Шкаф интенсивного охлаждения;Готовые полуфабрикаты,CAPEX.HOT.010;CAPEX.STO.010,MANDATORY,APPROVED_STRUCTURE,COOLING_HOLDING,,BLOCKED,Only dish aggregate is available: active 14 min / total 55 min; no unsupported split by operation,HOT-09: ≥10 кг/цикл; STO-10: Раздельное хранение,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0077,VKM-014,Сельдь с запечённым картофелем,Холодные закуски,0.1.0-DRAFT,4,собрать и заправить,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 14 min / total 55 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0078,VKM-015,Оливки и маслины,Холодные закуски,0.1.0-DRAFT,1,Освободить оливки и маслины от заливки,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 8 min / total 40 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0079,VKM-015,Оливки и маслины,Холодные закуски,0.1.0-DRAFT,2,подготовить ароматический маринад,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 8 min / total 40 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
